window_start,window_end,airline,num_flights,ext_throughput_rpm,ext_throughput_rps,ext_latency_ms,ext_sys_rps,int_filter_rps_mean,int_filter_rps_median,int_filter_rps_stdev,int_busy_mean_ms,int_busy_max_ms,int_backpressure_n,delta_sys_rps_pct
2025-01-01 00:00:00,2025-01-01 01:00:00,DL,1,0.0167,0.000278,367,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-01 00:00:00,2025-01-01 01:00:00,AA,13,0.2167,0.003612,355,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-01 00:00:00,2025-01-01 01:00:00,UA,7,0.1167,0.001945,355,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-01 01:00:00,2025-01-01 02:00:00,UA,1,0.0167,0.000278,355,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-01 01:00:00,2025-01-01 02:00:00,AA,1,0.0167,0.000278,444,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-01 01:00:00,2025-01-01 02:00:00,DL,2,0.0333,0.000555,443,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-01 02:00:00,2025-01-01 03:00:00,UA,1,0.0167,0.000278,444,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-01 03:00:00,2025-01-01 04:00:00,DL,1,0.0167,0.000278,448,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-01 05:00:00,2025-01-01 06:00:00,AA,98,1.6333,0.027222,357,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-01 05:00:00,2025-01-01 06:00:00,DL,55,0.9167,0.015278,361,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-01 05:00:00,2025-01-01 06:00:00,UA,41,0.6833,0.011388,371,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-01 05:00:00,2025-01-01 06:00:00,WN,17,0.2833,0.004722,364,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-01 06:00:00,2025-01-01 07:00:00,AA,161,2.6833,0.044722,286,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-01 06:00:00,2025-01-01 07:00:00,WN,191,3.1833,0.053055,299,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-01 06:00:00,2025-01-01 07:00:00,DL,172,2.8667,0.047778,303,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-01 06:00:00,2025-01-01 07:00:00,UA,114,1.9,0.031667,320,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-01 07:00:00,2025-01-01 08:00:00,AA,129,2.15,0.035833,199,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-01 07:00:00,2025-01-01 08:00:00,UA,162,2.7,0.045,206,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-01 07:00:00,2025-01-01 08:00:00,WN,210,3.5,0.058333,207,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-01 07:00:00,2025-01-01 08:00:00,DL,190,3.1667,0.052778,207,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-01 08:00:00,2025-01-01 09:00:00,AA,179,2.9833,0.049722,260,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-01 08:00:00,2025-01-01 09:00:00,UA,169,2.8167,0.046945,266,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-01 08:00:00,2025-01-01 09:00:00,WN,225,3.75,0.0625,271,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-01 08:00:00,2025-01-01 09:00:00,DL,160,2.6667,0.044445,268,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-01 09:00:00,2025-01-01 10:00:00,AA,127,2.1167,0.035278,262,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-01 09:00:00,2025-01-01 10:00:00,UA,123,2.05,0.034167,266,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-01 09:00:00,2025-01-01 10:00:00,WN,243,4.05,0.0675,275,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-01 09:00:00,2025-01-01 10:00:00,DL,109,1.8167,0.030278,270,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-01 10:00:00,2025-01-01 11:00:00,UA,109,1.8167,0.030278,323,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-01 10:00:00,2025-01-01 11:00:00,WN,222,3.7,0.061667,346,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-01 10:00:00,2025-01-01 11:00:00,AA,132,2.2,0.036667,343,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-01 10:00:00,2025-01-01 11:00:00,DL,127,2.1167,0.035278,343,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-01 11:00:00,2025-01-01 12:00:00,WN,243,4.05,0.0675,280,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-01 11:00:00,2025-01-01 12:00:00,UA,116,1.9333,0.032222,281,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-01 11:00:00,2025-01-01 12:00:00,AA,148,2.4667,0.041112,283,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-01 11:00:00,2025-01-01 12:00:00,DL,182,3.0333,0.050555,283,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-01 12:00:00,2025-01-01 13:00:00,AA,133,2.2167,0.036945,218,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-01 12:00:00,2025-01-01 13:00:00,UA,112,1.8667,0.031112,218,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-01 12:00:00,2025-01-01 13:00:00,WN,218,3.6333,0.060555,231,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-01 12:00:00,2025-01-01 13:00:00,DL,142,2.3667,0.039445,223,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-01 13:00:00,2025-01-01 14:00:00,AA,137,2.2833,0.038055,295,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-01 13:00:00,2025-01-01 14:00:00,UA,125,2.0833,0.034722,304,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-01 13:00:00,2025-01-01 14:00:00,WN,237,3.95,0.065833,308,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-01 13:00:00,2025-01-01 14:00:00,DL,111,1.85,0.030833,302,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-01 14:00:00,2025-01-01 15:00:00,AA,132,2.2,0.036667,265,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-01 14:00:00,2025-01-01 15:00:00,UA,123,2.05,0.034167,270,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-01 14:00:00,2025-01-01 15:00:00,WN,238,3.9667,0.066112,278,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-01 14:00:00,2025-01-01 15:00:00,DL,123,2.05,0.034167,271,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-01 15:00:00,2025-01-01 16:00:00,WN,215,3.5833,0.059722,121,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-01 15:00:00,2025-01-01 16:00:00,AA,123,2.05,0.034167,123,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-01 15:00:00,2025-01-01 16:00:00,UA,77,1.2833,0.021388,120,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-01 15:00:00,2025-01-01 16:00:00,DL,128,2.1333,0.035555,123,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-01 16:00:00,2025-01-01 17:00:00,AA,145,2.4167,0.040278,142,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-01 16:00:00,2025-01-01 17:00:00,WN,251,4.1833,0.069722,155,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-01 16:00:00,2025-01-01 17:00:00,UA,140,2.3333,0.038888,148,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-01 16:00:00,2025-01-01 17:00:00,DL,92,1.5333,0.025555,149,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-01 17:00:00,2025-01-01 18:00:00,AA,139,2.3167,0.038612,182,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-01 17:00:00,2025-01-01 18:00:00,UA,133,2.2167,0.036945,184,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-01 17:00:00,2025-01-01 18:00:00,WN,215,3.5833,0.059722,190,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-01 17:00:00,2025-01-01 18:00:00,DL,132,2.2,0.036667,186,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-01 18:00:00,2025-01-01 19:00:00,AA,145,2.4167,0.040278,243,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-01 18:00:00,2025-01-01 19:00:00,UA,146,2.4333,0.040555,246,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-01 18:00:00,2025-01-01 19:00:00,WN,251,4.1833,0.069722,253,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-01 18:00:00,2025-01-01 19:00:00,DL,83,1.3833,0.023055,247,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-01 19:00:00,2025-01-01 20:00:00,DL,76,1.2667,0.021112,144,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-01 19:00:00,2025-01-01 20:00:00,AA,131,2.1833,0.036388,151,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-01 19:00:00,2025-01-01 20:00:00,WN,217,3.6167,0.060278,152,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-01 19:00:00,2025-01-01 20:00:00,UA,104,1.7333,0.028888,148,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-01 20:00:00,2025-01-01 21:00:00,AA,131,2.1833,0.036388,215,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-01 20:00:00,2025-01-01 21:00:00,WN,172,2.8667,0.047778,222,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-01 20:00:00,2025-01-01 21:00:00,UA,116,1.9333,0.032222,221,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-01 20:00:00,2025-01-01 21:00:00,DL,51,0.85,0.014167,219,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-01 21:00:00,2025-01-01 22:00:00,WN,23,0.3833,0.006388,165,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-01 21:00:00,2025-01-01 22:00:00,AA,87,1.45,0.024167,170,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-01 21:00:00,2025-01-01 22:00:00,DL,77,1.2833,0.021388,168,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-01 21:00:00,2025-01-01 22:00:00,UA,57,0.95,0.015833,169,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-01 22:00:00,2025-01-01 23:00:00,AA,83,1.3833,0.023055,130,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-01 22:00:00,2025-01-01 23:00:00,DL,68,1.1333,0.018888,134,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-01 22:00:00,2025-01-01 23:00:00,UA,49,0.8167,0.013612,138,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-01 23:00:00,2025-01-02 00:00:00,AA,34,0.5667,0.009445,117,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-01 23:00:00,2025-01-02 00:00:00,DL,21,0.35,0.005833,121,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-01 23:00:00,2025-01-02 00:00:00,UA,48,0.8,0.013333,121,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-02 00:00:00,2025-01-02 01:00:00,AA,16,0.2667,0.004445,117,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-02 00:00:00,2025-01-02 01:00:00,UA,9,0.15,0.0025,121,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-02 00:00:00,2025-01-02 01:00:00,DL,1,0.0167,0.000278,125,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-02 01:00:00,2025-01-02 02:00:00,UA,1,0.0167,0.000278,122,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-02 01:00:00,2025-01-02 02:00:00,DL,2,0.0333,0.000555,126,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-02 01:00:00,2025-01-02 02:00:00,AA,2,0.0333,0.000555,126,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-02 02:00:00,2025-01-02 03:00:00,UA,1,0.0167,0.000278,125,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-02 03:00:00,2025-01-02 04:00:00,DL,1,0.0167,0.000278,127,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-02 05:00:00,2025-01-02 06:00:00,UA,47,0.7833,0.013055,254,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-02 05:00:00,2025-01-02 06:00:00,WN,221,3.6833,0.061388,259,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-02 05:00:00,2025-01-02 06:00:00,AA,117,1.95,0.0325,259,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-02 05:00:00,2025-01-02 06:00:00,DL,59,0.9833,0.016388,260,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-02 06:00:00,2025-01-02 07:00:00,AA,182,3.0333,0.050555,203,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-02 06:00:00,2025-01-02 07:00:00,UA,136,2.2667,0.037778,221,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-02 06:00:00,2025-01-02 07:00:00,WN,301,5.0167,0.083612,211,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-02 06:00:00,2025-01-02 07:00:00,DL,178,2.9667,0.049445,212,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-02 07:00:00,2025-01-02 08:00:00,WN,220,3.6667,0.061112,333,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-02 07:00:00,2025-01-02 08:00:00,AA,191,3.1833,0.053055,350,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-02 07:00:00,2025-01-02 08:00:00,DL,225,3.75,0.0625,351,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-02 07:00:00,2025-01-02 08:00:00,UA,182,3.0333,0.050555,351,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-02 08:00:00,2025-01-02 09:00:00,UA,177,2.95,0.049167,200,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-02 08:00:00,2025-01-02 09:00:00,WN,256,4.2667,0.071112,210,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-02 08:00:00,2025-01-02 09:00:00,AA,183,3.05,0.050833,207,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-02 08:00:00,2025-01-02 09:00:00,DL,169,2.8167,0.046945,207,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-02 09:00:00,2025-01-02 10:00:00,WN,240,4.0,0.066667,186,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-02 09:00:00,2025-01-02 10:00:00,UA,126,2.1,0.035,185,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-02 09:00:00,2025-01-02 10:00:00,AA,135,2.25,0.0375,190,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-02 09:00:00,2025-01-02 10:00:00,DL,125,2.0833,0.034722,190,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-02 10:00:00,2025-01-02 11:00:00,AA,146,2.4333,0.040555,222,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-02 10:00:00,2025-01-02 11:00:00,UA,111,1.85,0.030833,224,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-02 10:00:00,2025-01-02 11:00:00,WN,231,3.85,0.064167,231,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-02 10:00:00,2025-01-02 11:00:00,DL,142,2.3667,0.039445,228,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-02 11:00:00,2025-01-02 12:00:00,WN,224,3.7333,0.062222,75,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-02 11:00:00,2025-01-02 12:00:00,AA,159,2.65,0.044167,77,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-02 11:00:00,2025-01-02 12:00:00,UA,119,1.9833,0.033055,76,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-02 11:00:00,2025-01-02 12:00:00,DL,192,3.2,0.053333,77,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-02 12:00:00,2025-01-02 13:00:00,AA,139,2.3167,0.038612,112,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-02 12:00:00,2025-01-02 13:00:00,WN,256,4.2667,0.071112,122,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-02 12:00:00,2025-01-02 13:00:00,UA,116,1.9333,0.032222,116,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-02 12:00:00,2025-01-02 13:00:00,DL,161,2.6833,0.044722,118,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-02 13:00:00,2025-01-02 14:00:00,AA,151,2.5167,0.041945,157,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-02 13:00:00,2025-01-02 14:00:00,UA,127,2.1167,0.035278,164,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-02 13:00:00,2025-01-02 14:00:00,WN,217,3.6167,0.060278,169,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-02 13:00:00,2025-01-02 14:00:00,DL,129,2.15,0.035833,162,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-02 14:00:00,2025-01-02 15:00:00,AA,133,2.2167,0.036945,228,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-02 14:00:00,2025-01-02 15:00:00,UA,121,2.0167,0.033612,232,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-02 14:00:00,2025-01-02 15:00:00,WN,226,3.7667,0.062778,237,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-02 14:00:00,2025-01-02 15:00:00,DL,141,2.35,0.039167,234,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-02 15:00:00,2025-01-02 16:00:00,WN,247,4.1167,0.068612,117,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-02 15:00:00,2025-01-02 16:00:00,AA,125,2.0833,0.034722,119,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-02 15:00:00,2025-01-02 16:00:00,UA,76,1.2667,0.021112,115,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-02 15:00:00,2025-01-02 16:00:00,DL,167,2.7833,0.046388,116,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-02 16:00:00,2025-01-02 17:00:00,AA,155,2.5833,0.043055,214,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-02 16:00:00,2025-01-02 17:00:00,WN,228,3.8,0.063333,234,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-02 16:00:00,2025-01-02 17:00:00,UA,141,2.35,0.039167,229,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-02 16:00:00,2025-01-02 17:00:00,DL,122,2.0333,0.033888,232,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-02 17:00:00,2025-01-02 18:00:00,WN,212,3.5333,0.058888,285,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-02 17:00:00,2025-01-02 18:00:00,AA,151,2.5167,0.041945,289,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
2025-01-02 17:00:00,2025-01-02 18:00:00,DL,153,2.55,0.0425,288,5086.22,4661.67,5244.9,1305.15,93.5,1000.0,0,8.35
