window_type, window_start, trigger_ts, num_flights, latency_ms, throughput_rps
6h, 2025-01-01 01:00:00, 2025-01-01 07:00:00, 1459, 108, 0.0675462963
global, 2025-01-01 00:00:00, 2025-01-01 07:00:00, 2253, 23, 0.0894047619
global, 2025-01-01 00:00:00, 2025-01-01 07:00:00, 2253, 289, 0.0894047619
global, 2025-01-01 00:00:00, 2025-01-01 08:00:00, 2846, 227, 0.0988194444
6h, 2025-01-01 02:00:00, 2025-01-01 08:00:00, 2514, 243, 0.1163888889
1h, 2025-01-01 07:00:00, 2025-01-01 08:00:00, 1063, 243, 0.2952777778
6h, 2025-01-01 03:00:00, 2025-01-01 09:00:00, 3676, 190, 0.1701851852
6h, 2025-01-01 04:00:00, 2025-01-01 10:00:00, 4664, 89, 0.2159259259
global, 2025-01-01 00:00:00, 2025-01-01 10:00:00, 5038, 14, 0.1399444444
global, 2025-01-01 00:00:00, 2025-01-01 10:00:00, 5038, 48, 0.1399444444
1h, 2025-01-01 08:00:00, 2025-01-01 09:00:00, 1168, 189, 0.3244444444
1h, 2025-01-01 09:00:00, 2025-01-01 10:00:00, 992, 83, 0.2755555556
6h, 2025-01-01 05:00:00, 2025-01-01 11:00:00, 5677, 122, 0.2628240741
global, 2025-01-01 00:00:00, 2025-01-01 11:00:00, 6474, 13, 0.1634848485
1h, 2025-01-01 10:00:00, 2025-01-01 11:00:00, 1016, 120, 0.2822222222
6h, 2025-01-01 06:00:00, 2025-01-01 12:00:00, 6425, 150, 0.2974537037
global, 2025-01-01 00:00:00, 2025-01-01 12:00:00, 7787, 20, 0.1802546296
1h, 2025-01-01 11:00:00, 2025-01-01 12:00:00, 1148, 147, 0.3188888889
global, 2025-01-01 00:00:00, 2025-01-01 14:00:00, 9059, 19, 0.1797420635
6h, 2025-01-01 07:00:00, 2025-01-01 13:00:00, 6430, 195, 0.2976851852
6h, 2025-01-01 08:00:00, 2025-01-01 14:00:00, 6390, 71, 0.2958333333
1h, 2025-01-01 12:00:00, 2025-01-01 13:00:00, 1043, 192, 0.2897222222
1h, 2025-01-01 13:00:00, 2025-01-01 14:00:00, 1023, 67, 0.2841666667
global, 2025-01-01 00:00:00, 2025-01-01 14:00:00, 9989, 21, 0.1981944444
6h, 2025-01-01 09:00:00, 2025-01-01 15:00:00, 6277, 215, 0.2906018519
6h, 2025-01-01 10:00:00, 2025-01-01 16:00:00, 6244, 93, 0.2890740741
global, 2025-01-01 00:00:00, 2025-01-01 16:00:00, 11334, 18, 0.1967708333
global, 2025-01-01 00:00:00, 2025-01-01 16:00:00, 11334, 45, 0.1967708333
1h, 2025-01-01 14:00:00, 2025-01-01 15:00:00, 1055, 213, 0.2930555556
1h, 2025-01-01 15:00:00, 2025-01-01 16:00:00, 959, 83, 0.2663888889
global, 2025-01-01 00:00:00, 2025-01-01 17:00:00, 12988, 13, 0.2122222222
1h, 2025-01-01 16:00:00, 2025-01-01 17:00:00, 1043, 124, 0.2897222222
6h, 2025-01-01 11:00:00, 2025-01-01 17:00:00, 6271, 128, 0.2903240741
global, 2025-01-01 00:00:00, 2025-01-01 19:00:00, 14682, 10, 0.2146491228
global, 2025-01-01 00:00:00, 2025-01-01 19:00:00, 14682, 35, 0.2146491228
1h, 2025-01-01 17:00:00, 2025-01-01 18:00:00, 1034, 203, 0.2872222222
1h, 2025-01-01 18:00:00, 2025-01-01 19:00:00, 1046, 96, 0.2905555556
6h, 2025-01-01 12:00:00, 2025-01-01 18:00:00, 6157, 203, 0.2850462963
6h, 2025-01-01 13:00:00, 2025-01-01 19:00:00, 6160, 100, 0.2851851852
6h, 2025-01-01 14:00:00, 2025-01-01 20:00:00, 6025, 163, 0.2789351852
6h, 2025-01-01 15:00:00, 2025-01-01 21:00:00, 5767, 94, 0.2669907407
6h, 2025-01-01 16:00:00, 2025-01-01 22:00:00, 5290, 55, 0.2449074074
global, 2025-01-01 00:00:00, 2025-01-01 22:00:00, 16460, 86, 0.2078282828
1h, 2025-01-01 19:00:00, 2025-01-01 20:00:00, 888, 241, 0.2466666667
global, 2025-01-01 00:00:00, 2025-01-01 22:00:00, 16460, 108, 0.2078282828
global, 2025-01-01 00:00:00, 2025-01-01 22:00:00, 16460, 119, 0.2078282828
1h, 2025-01-01 20:00:00, 2025-01-01 21:00:00, 797, 174, 0.2213888889
1h, 2025-01-01 21:00:00, 2025-01-01 22:00:00, 482, 135, 0.1338888889
6h, 2025-01-01 17:00:00, 2025-01-01 23:00:00, 4609, 253, 0.2133796296
6h, 2025-01-01 18:00:00, 2025-01-02 00:00:00, 3739, 256, 0.1731018519
6h, 2025-01-01 19:00:00, 2025-01-02 01:00:00, 2731, 258, 0.1264351852
global, 2025-01-01 00:00:00, 2025-01-02 06:00:00, 17779, 14, 0.1646203704
global, 2025-01-01 00:00:00, 2025-01-02 06:00:00, 17779, 32, 0.1646203704
global, 2025-01-01 00:00:00, 2025-01-02 06:00:00, 17779, 40, 0.1646203704
global, 2025-01-01 00:00:00, 2025-01-02 06:00:00, 17779, 48, 0.1646203704
global, 2025-01-01 00:00:00, 2025-01-02 06:00:00, 17779, 56, 0.1646203704
global, 2025-01-01 00:00:00, 2025-01-02 06:00:00, 17779, 64, 0.1646203704
