window_type, window_start, trigger_ts, num_flights, latency_ms, throughput_rps
global, 2025-01-01 00:00:00, 2025-01-01 07:00:00, 1578, 42, 0.0626190476
global, 2025-01-01 00:00:00, 2025-01-01 07:00:00, 1578, 68, 0.0626190476
global, 2025-01-01 00:00:00, 2025-01-01 07:00:00, 1578, 160, 0.0626190476
global, 2025-01-01 00:00:00, 2025-01-01 07:00:00, 1578, 168, 0.0626190476
global, 2025-01-01 00:00:00, 2025-01-01 07:00:00, 1578, 171, 0.0626190476
global, 2025-01-01 00:00:00, 2025-01-01 07:00:00, 1578, 179, 0.0626190476
global, 2025-01-01 00:00:00, 2025-01-01 08:00:00, 2560, 45, 0.0888888889
6h, 2025-01-01 01:00:00, 2025-01-01 07:00:00, 1459, 258, 0.0675462963
global, 2025-01-01 00:00:00, 2025-01-01 08:00:00, 2826, 250, 0.0981250000
1h, 2025-01-01 07:00:00, 2025-01-01 08:00:00, 1063, 303, 0.2952777778
6h, 2025-01-01 02:00:00, 2025-01-01 08:00:00, 2514, 326, 0.1163888889
6h, 2025-01-01 03:00:00, 2025-01-01 09:00:00, 3676, 110, 0.1701851852
global, 2025-01-01 00:00:00, 2025-01-01 09:00:00, 4096, 19, 0.1264197531
1h, 2025-01-01 08:00:00, 2025-01-01 09:00:00, 1168, 109, 0.3244444444
6h, 2025-01-01 04:00:00, 2025-01-01 10:00:00, 4664, 87, 0.2159259259
global, 2025-01-01 00:00:00, 2025-01-01 10:00:00, 5087, 17, 0.1413055556
1h, 2025-01-01 09:00:00, 2025-01-01 10:00:00, 992, 83, 0.2755555556
6h, 2025-01-01 05:00:00, 2025-01-01 11:00:00, 5677, 70, 0.2628240741
1h, 2025-01-01 10:00:00, 2025-01-01 11:00:00, 1016, 68, 0.2822222222
global, 2025-01-01 00:00:00, 2025-01-01 12:00:00, 6894, 24, 0.1595833333
6h, 2025-01-01 06:00:00, 2025-01-01 12:00:00, 6425, 227, 0.2974537037
1h, 2025-01-01 11:00:00, 2025-01-01 12:00:00, 1148, 225, 0.3188888889
global, 2025-01-01 00:00:00, 2025-01-01 13:00:00, 7929, 18, 0.1694230769
6h, 2025-01-01 07:00:00, 2025-01-01 13:00:00, 6430, 231, 0.2976851852
6h, 2025-01-01 08:00:00, 2025-01-01 14:00:00, 6390, 141, 0.2958333333
1h, 2025-01-01 12:00:00, 2025-01-01 13:00:00, 1043, 229, 0.2897222222
1h, 2025-01-01 13:00:00, 2025-01-01 14:00:00, 1023, 105, 0.2841666667
global, 2025-01-01 00:00:00, 2025-01-01 14:00:00, 9349, 27, 0.1854960317
global, 2025-01-01 00:00:00, 2025-01-01 14:00:00, 9349, 86, 0.1854960317
1h, 2025-01-01 14:00:00, 2025-01-01 15:00:00, 1055, 80, 0.2930555556
global, 2025-01-01 00:00:00, 2025-01-01 15:00:00, 10420, 27, 0.1929629630
6h, 2025-01-01 09:00:00, 2025-01-01 15:00:00, 6277, 78, 0.2906018519
1h, 2025-01-01 15:00:00, 2025-01-01 16:00:00, 959, 91, 0.2663888889
global, 2025-01-01 00:00:00, 2025-01-01 16:00:00, 11479, 21, 0.1992881944
