window_type, window_start, trigger_ts, num_flights, latency_ms, throughput_rps
global, 2025-01-01 00:00:00, 2025-01-01 18:00:00, 13430, 36, 0.2072530864
6h, 2025-01-01 12:00:00, 2025-01-01 18:00:00, 6157, 96, 0.2850462963
1h, 2025-01-01 18:00:00, 2025-01-01 19:00:00, 1046, 160, 0.2905555556
global, 2025-01-01 00:00:00, 2025-01-01 19:00:00, 14773, 51, 0.2159795322
6h, 2025-01-01 13:00:00, 2025-01-01 19:00:00, 6160, 163, 0.2851851852
global, 2025-01-01 00:00:00, 2025-01-01 21:00:00, 16183, 39, 0.2140608466
global, 2025-01-01 00:00:00, 2025-01-01 21:00:00, 16183, 41, 0.2140608466
6h, 2025-01-01 14:00:00, 2025-01-01 20:00:00, 6025, 213, 0.2789351852
6h, 2025-01-01 15:00:00, 2025-01-01 21:00:00, 5767, 102, 0.2669907407
1h, 2025-01-01 19:00:00, 2025-01-01 20:00:00, 888, 212, 0.2466666667
1h, 2025-01-01 20:00:00, 2025-01-01 21:00:00, 797, 100, 0.2213888889
1h, 2025-01-01 21:00:00, 2025-01-01 22:00:00, 482, 260, 0.1338888889
global, 2025-01-01 00:00:00, 2025-01-02 05:00:00, 17469, 68, 0.1673275862
global, 2025-01-01 00:00:00, 2025-01-02 05:00:00, 17469, 69, 0.1673275862
global, 2025-01-01 00:00:00, 2025-01-02 05:00:00, 17469, 71, 0.1673275862
global, 2025-01-01 00:00:00, 2025-01-02 05:00:00, 17469, 73, 0.1673275862
6h, 2025-01-01 16:00:00, 2025-01-01 22:00:00, 5290, 260, 0.2449074074
6h, 2025-01-01 17:00:00, 2025-01-01 23:00:00, 4609, 205, 0.2133796296
6h, 2025-01-01 18:00:00, 2025-01-02 00:00:00, 3739, 179, 0.1731018519
6h, 2025-01-01 19:00:00, 2025-01-02 01:00:00, 2731, 173, 0.1264351852
6h, 2025-01-01 20:00:00, 2025-01-02 02:00:00, 1855, 172, 0.0858796296
6h, 2025-01-01 21:00:00, 2025-01-02 03:00:00, 1064, 172, 0.0492592593
6h, 2025-01-01 22:00:00, 2025-01-02 04:00:00, 587, 170, 0.0271759259
1h, 2025-01-01 22:00:00, 2025-01-01 23:00:00, 362, 204, 0.1005555556
global, 2025-01-01 00:00:00, 2025-01-02 05:00:00, 17469, 74, 0.1673275862
global, 2025-01-01 00:00:00, 2025-01-02 05:00:00, 17469, 78, 0.1673275862
global, 2025-01-01 00:00:00, 2025-01-02 05:00:00, 17469, 80, 0.1673275862
global, 2025-01-01 00:00:00, 2025-01-02 05:00:00, 17469, 82, 0.1673275862
global, 2025-01-01 00:00:00, 2025-01-02 06:00:00, 18551, 42, 0.1717685185
global, 2025-01-01 00:00:00, 2025-01-02 07:00:00, 19687, 58, 0.1764068100
6h, 2025-01-02 01:00:00, 2025-01-02 07:00:00, 2063, 197, 0.0955092593
1h, 2025-01-02 06:00:00, 2025-01-02 07:00:00, 1326, 197, 0.3683333333
global, 2025-01-01 00:00:00, 2025-01-02 08:00:00, 21130, 36, 0.1834201389
6h, 2025-01-02 02:00:00, 2025-01-02 08:00:00, 3379, 170, 0.1564351852
1h, 2025-01-02 07:00:00, 2025-01-02 08:00:00, 1328, 170, 0.3688888889
global, 2025-01-01 00:00:00, 2025-01-02 10:00:00, 22671, 33, 0.1852205882
6h, 2025-01-02 03:00:00, 2025-01-02 09:00:00, 4659, 177, 0.2156944444
1h, 2025-01-02 08:00:00, 2025-01-02 09:00:00, 1286, 176, 0.3572222222
global, 2025-01-01 00:00:00, 2025-01-02 11:00:00, 24321, 43, 0.1930238095
global, 2025-01-01 00:00:00, 2025-01-02 11:00:00, 24321, 45, 0.1930238095
6h, 2025-01-02 04:00:00, 2025-01-02 10:00:00, 5720, 265, 0.2648148148
6h, 2025-01-02 05:00:00, 2025-01-02 11:00:00, 6833, 122, 0.3163425926
1h, 2025-01-02 09:00:00, 2025-01-02 10:00:00, 1066, 264, 0.2961111111
1h, 2025-01-02 10:00:00, 2025-01-02 11:00:00, 1117, 121, 0.3102777778
1h, 2025-01-02 11:00:00, 2025-01-02 12:00:00, 1188, 166, 0.3300000000
global, 2025-01-01 00:00:00, 2025-01-02 12:00:00, 25779, 43, 0.1989120370
6h, 2025-01-02 06:00:00, 2025-01-02 12:00:00, 7311, 166, 0.3384722222
global, 2025-01-01 00:00:00, 2025-01-02 14:00:00, 27097, 31, 0.1980774854
6h, 2025-01-02 07:00:00, 2025-01-02 13:00:00, 7137, 197, 0.3304166667
1h, 2025-01-02 12:00:00, 2025-01-02 13:00:00, 1152, 196, 0.3200000000
1h, 2025-01-02 13:00:00, 2025-01-02 14:00:00, 1074, 254, 0.2983333333
global, 2025-01-01 00:00:00, 2025-01-02 15:00:00, 28472, 62, 0.2027920228
global, 2025-01-01 00:00:00, 2025-01-02 15:00:00, 28472, 64, 0.2027920228
6h, 2025-01-02 08:00:00, 2025-01-02 14:00:00, 6883, 255, 0.3186574074
6h, 2025-01-02 09:00:00, 2025-01-02 15:00:00, 6691, 114, 0.3097685185
1h, 2025-01-02 14:00:00, 2025-01-02 15:00:00, 1094, 112, 0.3038888889
global, 2025-01-01 00:00:00, 2025-01-02 16:00:00, 29510, 27, 0.2049305556
6h, 2025-01-02 10:00:00, 2025-01-02 16:00:00, 6734, 57, 0.3117592593
1h, 2025-01-02 15:00:00, 2025-01-02 16:00:00, 1109, 56, 0.3080555556
6h, 2025-01-02 11:00:00, 2025-01-02 17:00:00, 6722, 130, 0.3112037037
1h, 2025-01-02 16:00:00, 2025-01-02 17:00:00, 1105, 129, 0.3069444444
global, 2025-01-01 00:00:00, 2025-01-02 17:00:00, 31336, 18, 0.2123035230
1h, 2025-01-02 17:00:00, 2025-01-02 18:00:00, 1137, 227, 0.3158333333
global, 2025-01-01 00:00:00, 2025-01-02 19:00:00, 32844, 54, 0.2121705426
6h, 2025-01-02 12:00:00, 2025-01-02 18:00:00, 6671, 228, 0.3088425926
6h, 2025-01-02 13:00:00, 2025-01-02 19:00:00, 6728, 67, 0.3114814815
1h, 2025-01-02 18:00:00, 2025-01-02 19:00:00, 1209, 66, 0.3358333333
1h, 2025-01-02 19:00:00, 2025-01-02 20:00:00, 1026, 136, 0.2850000000
global, 2025-01-01 00:00:00, 2025-01-02 20:00:00, 34323, 53, 0.2166856061
global, 2025-01-01 00:00:00, 2025-01-02 20:00:00, 34323, 55, 0.2166856061
6h, 2025-01-02 14:00:00, 2025-01-02 20:00:00, 6680, 136, 0.3092592593
1h, 2025-01-02 21:00:00, 2025-01-02 22:00:00, 717, 98, 0.1991666667
global, 2025-01-01 00:00:00, 2025-01-02 22:00:00, 35606, 65, 0.2150120773
global, 2025-01-01 00:00:00, 2025-01-02 22:00:00, 35606, 68, 0.2150120773
6h, 2025-01-02 15:00:00, 2025-01-02 21:00:00, 6546, 201, 0.3030555556
6h, 2025-01-02 16:00:00, 2025-01-02 22:00:00, 6154, 99, 0.2849074074
1h, 2025-01-02 20:00:00, 2025-01-02 21:00:00, 960, 200, 0.2666666667
global, 2025-01-01 00:00:00, 2025-01-03 06:00:00, 36976, 51, 0.1902057613
global, 2025-01-01 00:00:00, 2025-01-03 06:00:00, 36976, 53, 0.1902057613
global, 2025-01-01 00:00:00, 2025-01-03 06:00:00, 36976, 55, 0.1902057613
global, 2025-01-01 00:00:00, 2025-01-03 06:00:00, 36976, 57, 0.1902057613
global, 2025-01-01 00:00:00, 2025-01-03 06:00:00, 36976, 59, 0.1902057613
global, 2025-01-01 00:00:00, 2025-01-03 06:00:00, 36976, 61, 0.1902057613
global, 2025-01-01 00:00:00, 2025-01-03 06:00:00, 36976, 64, 0.1902057613
6h, 2025-01-02 17:00:00, 2025-01-02 23:00:00, 5618, 204, 0.2600925926
6h, 2025-01-02 18:00:00, 2025-01-03 00:00:00, 4674, 176, 0.2163888889
6h, 2025-01-02 19:00:00, 2025-01-03 01:00:00, 3505, 170, 0.1622685185
6h, 2025-01-02 20:00:00, 2025-01-03 02:00:00, 2492, 169, 0.1153703704
6h, 2025-01-02 21:00:00, 2025-01-03 03:00:00, 1538, 168, 0.0712037037
6h, 2025-01-02 22:00:00, 2025-01-03 04:00:00, 826, 167, 0.0382407407
6h, 2025-01-02 23:00:00, 2025-01-03 05:00:00, 261, 167, 0.0120833333
1h, 2025-01-02 22:00:00, 2025-01-02 23:00:00, 569, 203, 0.1580555556
global, 2025-01-01 00:00:00, 2025-01-03 07:00:00, 38293, 64, 0.1933989899
1h, 2025-01-03 06:00:00, 2025-01-03 07:00:00, 1312, 232, 0.3644444444
global, 2025-01-01 00:00:00, 2025-01-03 08:00:00, 40003, 22, 0.1984275794
global, 2025-01-01 00:00:00, 2025-01-03 08:00:00, 40003, 24, 0.1984275794
6h, 2025-01-03 01:00:00, 2025-01-03 07:00:00, 2019, 233, 0.0934722222
1h, 2025-01-03 07:00:00, 2025-01-03 08:00:00, 1304, 72, 0.3622222222
6h, 2025-01-03 02:00:00, 2025-01-03 08:00:00, 3310, 73, 0.1532407407
global, 2025-01-01 00:00:00, 2025-01-03 09:00:00, 41554, 49, 0.2025048733
1h, 2025-01-03 08:00:00, 2025-01-03 09:00:00, 1296, 136, 0.3600000000
6h, 2025-01-03 03:00:00, 2025-01-03 09:00:00, 4600, 136, 0.2129629630
global, 2025-01-01 00:00:00, 2025-01-03 11:00:00, 43096, 23, 0.2029001883
1h, 2025-01-03 09:00:00, 2025-01-03 10:00:00, 1052, 179, 0.2922222222
6h, 2025-01-03 04:00:00, 2025-01-03 10:00:00, 5647, 180, 0.2614351852
6h, 2025-01-03 05:00:00, 2025-01-03 11:00:00, 6745, 274, 0.3122685185
1h, 2025-01-03 10:00:00, 2025-01-03 11:00:00, 1102, 274, 0.3061111111
1h, 2025-01-03 11:00:00, 2025-01-03 12:00:00, 1181, 131, 0.3280555556
global, 2025-01-01 00:00:00, 2025-01-03 12:00:00, 44754, 65, 0.2071944444
global, 2025-01-01 00:00:00, 2025-01-03 12:00:00, 44754, 68, 0.2071944444
6h, 2025-01-03 06:00:00, 2025-01-03 12:00:00, 7247, 132, 0.3355092593
global, 2025-01-01 00:00:00, 2025-01-03 14:00:00, 46404, 19, 0.2079032258
1h, 2025-01-03 12:00:00, 2025-01-03 13:00:00, 1116, 158, 0.3100000000
6h, 2025-01-03 07:00:00, 2025-01-03 13:00:00, 7051, 159, 0.3264351852
1h, 2025-01-03 13:00:00, 2025-01-03 14:00:00, 1090, 231, 0.3027777778
1h, 2025-01-03 14:00:00, 2025-01-03 15:00:00, 1111, 92, 0.3086111111
global, 2025-01-01 00:00:00, 2025-01-03 15:00:00, 48001, 38, 0.2116446208
global, 2025-01-01 00:00:00, 2025-01-03 15:00:00, 48001, 40, 0.2116446208
6h, 2025-01-03 08:00:00, 2025-01-03 14:00:00, 6837, 232, 0.3165277778
6h, 2025-01-03 09:00:00, 2025-01-03 15:00:00, 6652, 94, 0.3079629630
1h, 2025-01-03 15:00:00, 2025-01-03 16:00:00, 1073, 188, 0.2980555556
global, 2025-01-01 00:00:00, 2025-01-03 17:00:00, 49708, 49, 0.2124273504
6h, 2025-01-03 10:00:00, 2025-01-03 16:00:00, 6673, 188, 0.3089351852
1h, 2025-01-03 16:00:00, 2025-01-03 17:00:00, 1094, 234, 0.3038888889
1h, 2025-01-03 17:00:00, 2025-01-03 18:00:00, 1145, 95, 0.3180555556
global, 2025-01-01 00:00:00, 2025-01-03 18:00:00, 51329, 32, 0.2160311448
global, 2025-01-01 00:00:00, 2025-01-03 18:00:00, 51329, 34, 0.2160311448
6h, 2025-01-03 11:00:00, 2025-01-03 17:00:00, 6665, 234, 0.3085648148
6h, 2025-01-03 12:00:00, 2025-01-03 18:00:00, 6629, 96, 0.3068981481
global, 2025-01-01 00:00:00, 2025-01-03 19:00:00, 52938, 58, 0.2194776119
1h, 2025-01-03 18:00:00, 2025-01-03 19:00:00, 1184, 165, 0.3288888889
6h, 2025-01-03 13:00:00, 2025-01-03 19:00:00, 6697, 165, 0.3100462963
1h, 2025-01-03 20:00:00, 2025-01-03 21:00:00, 986, 133, 0.2738888889
global, 2025-01-01 00:00:00, 2025-01-03 22:00:00, 54689, 56, 0.2170198413
global, 2025-01-01 00:00:00, 2025-01-03 22:00:00, 54689, 59, 0.2170198413
1h, 2025-01-03 19:00:00, 2025-01-03 20:00:00, 1022, 252, 0.2838888889
6h, 2025-01-03 14:00:00, 2025-01-03 20:00:00, 6629, 252, 0.3068981481
6h, 2025-01-03 15:00:00, 2025-01-03 21:00:00, 6504, 134, 0.3011111111
global, 2025-01-01 00:00:00, 2025-01-04 06:00:00, 56295, 36, 0.2004807692
global, 2025-01-01 00:00:00, 2025-01-04 06:00:00, 56295, 40, 0.2004807692
global, 2025-01-01 00:00:00, 2025-01-04 06:00:00, 56295, 43, 0.2004807692
6h, 2025-01-03 16:00:00, 2025-01-03 22:00:00, 6101, 235, 0.2824537037
6h, 2025-01-03 17:00:00, 2025-01-03 23:00:00, 5568, 166, 0.2577777778
6h, 2025-01-03 18:00:00, 2025-01-04 00:00:00, 4605, 147, 0.2131944444
global, 2025-01-01 00:00:00, 2025-01-04 06:00:00, 56295, 45, 0.2004807692
global, 2025-01-01 00:00:00, 2025-01-04 06:00:00, 56295, 49, 0.2004807692
global, 2025-01-01 00:00:00, 2025-01-04 06:00:00, 56295, 52, 0.2004807692
global, 2025-01-01 00:00:00, 2025-01-04 06:00:00, 56295, 55, 0.2004807692
global, 2025-01-01 00:00:00, 2025-01-04 06:00:00, 56295, 58, 0.2004807692
1h, 2025-01-03 21:00:00, 2025-01-03 22:00:00, 670, 234, 0.1861111111
1h, 2025-01-03 22:00:00, 2025-01-03 23:00:00, 561, 165, 0.1558333333
6h, 2025-01-03 19:00:00, 2025-01-04 01:00:00, 3460, 143, 0.1601851852
6h, 2025-01-03 20:00:00, 2025-01-04 02:00:00, 2451, 140, 0.1134722222
6h, 2025-01-03 21:00:00, 2025-01-04 03:00:00, 1471, 140, 0.0681018519
6h, 2025-01-03 22:00:00, 2025-01-04 04:00:00, 805, 139, 0.0372685185
6h, 2025-01-03 23:00:00, 2025-01-04 05:00:00, 249, 138, 0.0115277778
1h, 2025-01-04 06:00:00, 2025-01-04 07:00:00, 1264, 128, 0.3511111111
global, 2025-01-01 00:00:00, 2025-01-04 07:00:00, 57837, 69, 0.2033649789
6h, 2025-01-04 01:00:00, 2025-01-04 07:00:00, 2007, 121, 0.0929166667
global, 2025-01-01 00:00:00, 2025-01-04 08:00:00, 59201, 60, 0.2055590278
global, 2025-01-01 00:00:00, 2025-01-04 08:00:00, 59201, 63, 0.2055590278
1h, 2025-01-04 07:00:00, 2025-01-04 08:00:00, 1280, 112, 0.3555555556
6h, 2025-01-04 02:00:00, 2025-01-04 08:00:00, 3274, 112, 0.1515740741
global, 2025-01-01 00:00:00, 2025-01-04 09:00:00, 60516, 27, 0.2075308642
1h, 2025-01-04 08:00:00, 2025-01-04 09:00:00, 1157, 136, 0.3213888889
6h, 2025-01-04 03:00:00, 2025-01-04 09:00:00, 4425, 137, 0.2048611111
global, 2025-01-01 00:00:00, 2025-01-04 11:00:00, 61931, 74, 0.2072657296
1h, 2025-01-04 09:00:00, 2025-01-04 10:00:00, 1018, 202, 0.2827777778
6h, 2025-01-04 04:00:00, 2025-01-04 10:00:00, 5439, 202, 0.2518055556
1h, 2025-01-04 10:00:00, 2025-01-04 11:00:00, 992, 220, 0.2755555556
global, 2025-01-01 00:00:00, 2025-01-04 12:00:00, 63224, 31, 0.2090740741
global, 2025-01-01 00:00:00, 2025-01-04 12:00:00, 63224, 35, 0.2090740741
1h, 2025-01-04 11:00:00, 2025-01-04 12:00:00, 1141, 56, 0.3169444444
6h, 2025-01-04 05:00:00, 2025-01-04 11:00:00, 6426, 220, 0.2975000000
6h, 2025-01-04 06:00:00, 2025-01-04 12:00:00, 6852, 57, 0.3172222222
global, 2025-01-01 00:00:00, 2025-01-04 13:00:00, 64635, 74, 0.2112254902
1h, 2025-01-04 12:00:00, 2025-01-04 13:00:00, 1010, 161, 0.2805555556
6h, 2025-01-04 07:00:00, 2025-01-04 13:00:00, 6598, 155, 0.3054629630
1h, 2025-01-04 13:00:00, 2025-01-04 14:00:00, 1004, 152, 0.2788888889
global, 2025-01-01 00:00:00, 2025-01-04 14:00:00, 65867, 28, 0.2127487080
6h, 2025-01-04 08:00:00, 2025-01-04 14:00:00, 6322, 153, 0.2926851852
1h, 2025-01-04 15:00:00, 2025-01-04 16:00:00, 1044, 37, 0.2900000000
global, 2025-01-01 00:00:00, 2025-01-04 16:00:00, 67262, 27, 0.2123169192
1h, 2025-01-04 14:00:00, 2025-01-04 15:00:00, 1033, 191, 0.2869444444
6h, 2025-01-04 09:00:00, 2025-01-04 15:00:00, 6198, 192, 0.2869444444
6h, 2025-01-04 10:00:00, 2025-01-04 16:00:00, 6224, 38, 0.2881481481
6h, 2025-01-04 11:00:00, 2025-01-04 17:00:00, 6268, 116, 0.2901851852
global, 2025-01-01 00:00:00, 2025-01-04 17:00:00, 68424, 67, 0.2135580524
global, 2025-01-01 00:00:00, 2025-01-04 17:00:00, 68424, 72, 0.2135580524
1h, 2025-01-04 16:00:00, 2025-01-04 17:00:00, 1036, 116, 0.2877777778
1h, 2025-01-04 17:00:00, 2025-01-04 18:00:00, 1057, 100, 0.2936111111
6h, 2025-01-04 12:00:00, 2025-01-04 18:00:00, 6184, 100, 0.2862962963
global, 2025-01-01 00:00:00, 2025-01-04 18:00:00, 70380, 47, 0.2172222222
1h, 2025-01-04 18:00:00, 2025-01-04 19:00:00, 1134, 223, 0.3150000000
global, 2025-01-01 00:00:00, 2025-01-04 20:00:00, 71397, 28, 0.2155706522
6h, 2025-01-04 13:00:00, 2025-01-04 19:00:00, 6308, 224, 0.2920370370
global, 2025-01-01 00:00:00, 2025-01-04 20:00:00, 72267, 40, 0.2181974638
1h, 2025-01-04 19:00:00, 2025-01-04 20:00:00, 997, 229, 0.2769444444
6h, 2025-01-04 14:00:00, 2025-01-04 20:00:00, 6301, 229, 0.2917129630
1h, 2025-01-04 20:00:00, 2025-01-04 21:00:00, 917, 252, 0.2547222222
global, 2025-01-01 00:00:00, 2025-01-04 22:00:00, 73090, 60, 0.2159869976
global, 2025-01-01 00:00:00, 2025-01-04 22:00:00, 73090, 68, 0.2159869976
1h, 2025-01-04 21:00:00, 2025-01-04 22:00:00, 687, 88, 0.1908333333
6h, 2025-01-04 15:00:00, 2025-01-04 21:00:00, 6185, 253, 0.2863425926
6h, 2025-01-04 16:00:00, 2025-01-04 22:00:00, 5828, 89, 0.2698148148
global, 2025-01-01 00:00:00, 2025-01-05 05:00:00, 73797, 84, 0.2029620462
global, 2025-01-01 00:00:00, 2025-01-05 05:00:00, 73797, 90, 0.2029620462
global, 2025-01-01 00:00:00, 2025-01-05 05:00:00, 73797, 96, 0.2029620462
global, 2025-01-01 00:00:00, 2025-01-05 05:00:00, 73797, 101, 0.2029620462
global, 2025-01-01 00:00:00, 2025-01-05 05:00:00, 73797, 109, 0.2029620462
1h, 2025-01-04 22:00:00, 2025-01-04 23:00:00, 517, 168, 0.1436111111
6h, 2025-01-04 17:00:00, 2025-01-04 23:00:00, 5309, 162, 0.2457870370
6h, 2025-01-04 18:00:00, 2025-01-05 00:00:00, 4439, 121, 0.2055092593
6h, 2025-01-04 19:00:00, 2025-01-05 01:00:00, 3347, 110, 0.1549537037
6h, 2025-01-04 20:00:00, 2025-01-05 02:00:00, 2361, 106, 0.1093055556
6h, 2025-01-04 21:00:00, 2025-01-05 03:00:00, 1450, 105, 0.0671296296
6h, 2025-01-04 22:00:00, 2025-01-05 04:00:00, 768, 100, 0.0355555556
global, 2025-01-01 00:00:00, 2025-01-05 05:00:00, 73797, 115, 0.2029620462
global, 2025-01-01 00:00:00, 2025-01-05 06:00:00, 74531, 60, 0.2029711329
6h, 2025-01-04 23:00:00, 2025-01-05 05:00:00, 255, 268, 0.0118055556
global, 2025-01-01 00:00:00, 2025-01-05 06:00:00, 75331, 63, 0.2051497821
1h, 2025-01-05 06:00:00, 2025-01-05 07:00:00, 1261, 165, 0.3502777778
global, 2025-01-01 00:00:00, 2025-01-05 07:00:00, 76230, 62, 0.2055825243
6h, 2025-01-05 01:00:00, 2025-01-05 07:00:00, 1957, 165, 0.0906018519
global, 2025-01-01 00:00:00, 2025-01-05 08:00:00, 77597, 38, 0.2072569444
6h, 2025-01-05 02:00:00, 2025-01-05 08:00:00, 3202, 130, 0.1482407407
1h, 2025-01-05 07:00:00, 2025-01-05 08:00:00, 1256, 129, 0.3488888889
6h, 2025-01-05 03:00:00, 2025-01-05 09:00:00, 4437, 176, 0.2054166667
1h, 2025-01-05 08:00:00, 2025-01-05 09:00:00, 1241, 176, 0.3447222222
global, 2025-01-01 00:00:00, 2025-01-05 09:00:00, 78872, 64, 0.2086560847
1h, 2025-01-05 09:00:00, 2025-01-05 10:00:00, 1012, 210, 0.2811111111
global, 2025-01-01 00:00:00, 2025-01-05 10:00:00, 80192, 64, 0.2101467505
6h, 2025-01-05 04:00:00, 2025-01-05 10:00:00, 5444, 211, 0.2520370370
1h, 2025-01-05 10:00:00, 2025-01-05 11:00:00, 1057, 242, 0.2936111111
1h, 2025-01-05 11:00:00, 2025-01-05 12:00:00, 1146, 95, 0.3183333333
global, 2025-01-01 00:00:00, 2025-01-05 12:00:00, 81594, 68, 0.2098611111
global, 2025-01-01 00:00:00, 2025-01-05 12:00:00, 81594, 72, 0.2098611111
6h, 2025-01-05 05:00:00, 2025-01-05 11:00:00, 6497, 242, 0.3007870370
6h, 2025-01-05 06:00:00, 2025-01-05 12:00:00, 6973, 96, 0.3228240741
global, 2025-01-01 00:00:00, 2025-01-05 13:00:00, 82976, 61, 0.2114576962
6h, 2025-01-05 07:00:00, 2025-01-05 13:00:00, 6790, 128, 0.3143518519
1h, 2025-01-05 12:00:00, 2025-01-05 13:00:00, 1078, 128, 0.2994444444
1h, 2025-01-05 13:00:00, 2025-01-05 14:00:00, 1026, 169, 0.2850000000
global, 2025-01-01 00:00:00, 2025-01-05 14:00:00, 84355, 56, 0.2130176768
6h, 2025-01-05 08:00:00, 2025-01-05 14:00:00, 6560, 170, 0.3037037037
global, 2025-01-01 00:00:00, 2025-01-05 16:00:00, 85774, 50, 0.2127331349
1h, 2025-01-05 15:00:00, 2025-01-05 16:00:00, 1016, 79, 0.2822222222
global, 2025-01-01 00:00:00, 2025-01-05 16:00:00, 85774, 55, 0.2127331349
6h, 2025-01-05 09:00:00, 2025-01-05 15:00:00, 6332, 223, 0.2931481481
6h, 2025-01-05 10:00:00, 2025-01-05 16:00:00, 6336, 81, 0.2933333333
1h, 2025-01-05 14:00:00, 2025-01-05 15:00:00, 1013, 222, 0.2813888889
global, 2025-01-01 00:00:00, 2025-01-05 17:00:00, 87223, 48, 0.2144124877
6h, 2025-01-05 11:00:00, 2025-01-05 17:00:00, 6289, 154, 0.2911574074
1h, 2025-01-05 16:00:00, 2025-01-05 17:00:00, 1010, 153, 0.2805555556
1h, 2025-01-05 17:00:00, 2025-01-05 18:00:00, 1041, 178, 0.2891666667
global, 2025-01-01 00:00:00, 2025-01-05 18:00:00, 88524, 43, 0.2157017544
6h, 2025-01-05 12:00:00, 2025-01-05 18:00:00, 6184, 178, 0.2862962963
1h, 2025-01-05 18:00:00, 2025-01-05 19:00:00, 1079, 237, 0.2997222222
global, 2025-01-01 00:00:00, 2025-01-05 20:00:00, 89784, 61, 0.2150000000
global, 2025-01-01 00:00:00, 2025-01-05 20:00:00, 89784, 65, 0.2150000000
6h, 2025-01-05 13:00:00, 2025-01-05 19:00:00, 6185, 238, 0.2863425926
6h, 2025-01-05 14:00:00, 2025-01-05 20:00:00, 6115, 86, 0.2831018519
1h, 2025-01-05 19:00:00, 2025-01-05 20:00:00, 956, 84, 0.2655555556
global, 2025-01-01 00:00:00, 2025-01-05 21:00:00, 91058, 80, 0.2161870845
6h, 2025-01-05 15:00:00, 2025-01-05 21:00:00, 5988, 163, 0.2772222222
1h, 2025-01-05 20:00:00, 2025-01-05 21:00:00, 886, 162, 0.2461111111
6h, 2025-01-05 16:00:00, 2025-01-05 22:00:00, 5633, 207, 0.2607870370
global, 2025-01-01 00:00:00, 2025-01-06 05:00:00, 92333, 26, 0.2051844444
global, 2025-01-01 00:00:00, 2025-01-06 05:00:00, 92333, 32, 0.2051844444
global, 2025-01-01 00:00:00, 2025-01-06 05:00:00, 92333, 37, 0.2051844444
global, 2025-01-01 00:00:00, 2025-01-06 05:00:00, 92333, 43, 0.2051844444
global, 2025-01-01 00:00:00, 2025-01-06 05:00:00, 92333, 50, 0.2051844444
