window_start,window_end,airline,num_flights,ext_throughput_rpm,ext_throughput_rps,ext_latency_ms,ext_sys_rps,int_filter_rps_mean,int_filter_rps_median,int_filter_rps_stdev,int_busy_mean_ms,int_busy_max_ms,int_backpressure_n,delta_sys_rps_pct
2025-01-01 00:00:00,2025-01-01 01:00:00,DL,1,0.0167,0.000278,258,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-01 01:00:00,2025-01-01 02:00:00,DL,2,0.0333,0.000555,251,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-01 03:00:00,2025-01-01 04:00:00,DL,1,0.0167,0.000278,248,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-01 00:00:00,2025-01-01 01:00:00,AA,13,0.2167,0.003612,247,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-01 01:00:00,2025-01-01 02:00:00,AA,1,0.0167,0.000278,248,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-01 00:00:00,2025-01-01 01:00:00,UA,7,0.1167,0.001945,242,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-01 01:00:00,2025-01-01 02:00:00,UA,1,0.0167,0.000278,244,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-01 02:00:00,2025-01-01 03:00:00,UA,1,0.0167,0.000278,243,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-01 05:00:00,2025-01-01 06:00:00,DL,55,0.9167,0.015278,363,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-01 06:00:00,2025-01-01 07:00:00,DL,172,2.8667,0.047778,221,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-01 05:00:00,2025-01-01 06:00:00,AA,98,1.6333,0.027222,364,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-01 05:00:00,2025-01-01 06:00:00,WN,17,0.2833,0.004722,365,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-01 06:00:00,2025-01-01 07:00:00,WN,191,3.1833,0.053055,220,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-01 06:00:00,2025-01-01 07:00:00,AA,161,2.6833,0.044722,220,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-01 05:00:00,2025-01-01 06:00:00,UA,41,0.6833,0.011388,369,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-01 06:00:00,2025-01-01 07:00:00,UA,114,1.9,0.031667,235,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-01 07:00:00,2025-01-01 08:00:00,DL,190,3.1667,0.052778,231,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-01 07:00:00,2025-01-01 08:00:00,WN,210,3.5,0.058333,233,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-01 07:00:00,2025-01-01 08:00:00,AA,129,2.15,0.035833,231,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-01 07:00:00,2025-01-01 08:00:00,UA,162,2.7,0.045,230,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-01 08:00:00,2025-01-01 09:00:00,DL,160,2.6667,0.044445,240,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-01 09:00:00,2025-01-01 10:00:00,DL,109,1.8167,0.030278,71,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-01 08:00:00,2025-01-01 09:00:00,WN,225,3.75,0.0625,244,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-01 08:00:00,2025-01-01 09:00:00,AA,179,2.9833,0.049722,241,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-01 09:00:00,2025-01-01 10:00:00,WN,243,4.05,0.0675,77,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-01 09:00:00,2025-01-01 10:00:00,AA,127,2.1167,0.035278,72,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-01 08:00:00,2025-01-01 09:00:00,UA,169,2.8167,0.046945,238,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-01 09:00:00,2025-01-01 10:00:00,UA,123,2.05,0.034167,69,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-01 10:00:00,2025-01-01 11:00:00,DL,127,2.1167,0.035278,91,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-01 10:00:00,2025-01-01 11:00:00,WN,222,3.7,0.061667,97,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-01 10:00:00,2025-01-01 11:00:00,AA,132,2.2,0.036667,92,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-01 10:00:00,2025-01-01 11:00:00,UA,109,1.8167,0.030278,89,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-01 11:00:00,2025-01-01 12:00:00,DL,182,3.0333,0.050555,120,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-01 11:00:00,2025-01-01 12:00:00,AA,148,2.4667,0.041112,122,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-01 11:00:00,2025-01-01 12:00:00,WN,243,4.05,0.0675,127,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-01 11:00:00,2025-01-01 12:00:00,UA,116,1.9333,0.032222,119,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-01 12:00:00,2025-01-01 13:00:00,DL,142,2.3667,0.039445,161,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-01 13:00:00,2025-01-01 14:00:00,DL,111,1.85,0.030833,36,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-01 12:00:00,2025-01-01 13:00:00,AA,133,2.2167,0.036945,162,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-01 12:00:00,2025-01-01 13:00:00,WN,218,3.6333,0.060555,166,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-01 13:00:00,2025-01-01 14:00:00,WN,237,3.95,0.065833,41,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-01 13:00:00,2025-01-01 14:00:00,AA,137,2.2833,0.038055,39,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-01 12:00:00,2025-01-01 13:00:00,UA,112,1.8667,0.031112,160,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-01 13:00:00,2025-01-01 14:00:00,UA,125,2.0833,0.034722,38,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-01 14:00:00,2025-01-01 15:00:00,DL,123,2.05,0.034167,102,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-01 14:00:00,2025-01-01 15:00:00,WN,238,3.9667,0.066112,99,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-01 14:00:00,2025-01-01 15:00:00,AA,132,2.2,0.036667,94,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-01 14:00:00,2025-01-01 15:00:00,UA,123,2.05,0.034167,100,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-01 15:00:00,2025-01-01 16:00:00,DL,128,2.1333,0.035555,191,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-01 16:00:00,2025-01-01 17:00:00,DL,92,1.5333,0.025555,73,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-01 15:00:00,2025-01-01 16:00:00,AA,123,2.05,0.034167,193,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-01 15:00:00,2025-01-01 16:00:00,WN,215,3.5833,0.059722,198,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-01 16:00:00,2025-01-01 17:00:00,WN,251,4.1833,0.069722,76,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-01 16:00:00,2025-01-01 17:00:00,AA,145,2.4167,0.040278,74,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-01 15:00:00,2025-01-01 16:00:00,UA,77,1.2833,0.021388,189,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-01 16:00:00,2025-01-01 17:00:00,UA,140,2.3333,0.038888,73,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-01 17:00:00,2025-01-01 18:00:00,DL,132,2.2,0.036667,154,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-01 18:00:00,2025-01-01 19:00:00,DL,83,1.3833,0.023055,36,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-01 17:00:00,2025-01-01 18:00:00,WN,215,3.5833,0.059722,160,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-01 17:00:00,2025-01-01 18:00:00,AA,139,2.3167,0.038612,156,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-01 18:00:00,2025-01-01 19:00:00,WN,251,4.1833,0.069722,39,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-01 18:00:00,2025-01-01 19:00:00,AA,145,2.4167,0.040278,36,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-01 17:00:00,2025-01-01 18:00:00,UA,133,2.2167,0.036945,154,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-01 18:00:00,2025-01-01 19:00:00,UA,146,2.4333,0.040555,35,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-01 19:00:00,2025-01-01 20:00:00,DL,76,1.2667,0.021112,134,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-01 19:00:00,2025-01-01 20:00:00,WN,217,3.6167,0.060278,139,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-01 19:00:00,2025-01-01 20:00:00,AA,131,2.1833,0.036388,138,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-01 19:00:00,2025-01-01 20:00:00,UA,104,1.7333,0.028888,127,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-01 20:00:00,2025-01-01 21:00:00,DL,51,0.85,0.014167,217,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-01 21:00:00,2025-01-01 22:00:00,DL,77,1.2833,0.021388,154,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-01 22:00:00,2025-01-01 23:00:00,DL,68,1.1333,0.018888,110,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-01 23:00:00,2025-01-02 00:00:00,DL,21,0.35,0.005833,90,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-02 00:00:00,2025-01-02 01:00:00,DL,1,0.0167,0.000278,88,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-02 01:00:00,2025-01-02 02:00:00,DL,2,0.0333,0.000555,83,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-02 03:00:00,2025-01-02 04:00:00,DL,1,0.0167,0.000278,81,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-01 20:00:00,2025-01-01 21:00:00,AA,131,2.1833,0.036388,219,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-01 20:00:00,2025-01-01 21:00:00,WN,172,2.8667,0.047778,243,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-01 21:00:00,2025-01-01 22:00:00,WN,23,0.3833,0.006388,157,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-01 21:00:00,2025-01-01 22:00:00,AA,87,1.45,0.024167,157,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-01 22:00:00,2025-01-01 23:00:00,AA,83,1.3833,0.023055,113,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-01 23:00:00,2025-01-02 00:00:00,AA,34,0.5667,0.009445,92,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-02 00:00:00,2025-01-02 01:00:00,AA,16,0.2667,0.004445,86,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-02 01:00:00,2025-01-02 02:00:00,AA,2,0.0333,0.000555,83,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-01 20:00:00,2025-01-01 21:00:00,UA,116,1.9333,0.032222,219,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-01 21:00:00,2025-01-01 22:00:00,UA,57,0.95,0.015833,154,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-01 22:00:00,2025-01-01 23:00:00,UA,49,0.8167,0.013612,115,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-01 23:00:00,2025-01-02 00:00:00,UA,48,0.8,0.013333,88,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-02 00:00:00,2025-01-02 01:00:00,UA,9,0.15,0.0025,84,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-02 01:00:00,2025-01-02 02:00:00,UA,1,0.0167,0.000278,83,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-02 02:00:00,2025-01-02 03:00:00,UA,1,0.0167,0.000278,81,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-02 05:00:00,2025-01-02 06:00:00,DL,59,0.9833,0.016388,190,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-02 05:00:00,2025-01-02 06:00:00,WN,221,3.6833,0.061388,193,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-02 05:00:00,2025-01-02 06:00:00,AA,117,1.95,0.0325,190,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-02 05:00:00,2025-01-02 06:00:00,UA,47,0.7833,0.013055,193,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-02 06:00:00,2025-01-02 07:00:00,DL,178,2.9667,0.049445,213,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-02 06:00:00,2025-01-02 07:00:00,AA,182,3.0333,0.050555,212,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-02 06:00:00,2025-01-02 07:00:00,WN,301,5.0167,0.083612,213,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-02 06:00:00,2025-01-02 07:00:00,UA,136,2.2667,0.037778,224,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-02 07:00:00,2025-01-02 08:00:00,DL,225,3.75,0.0625,256,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-02 08:00:00,2025-01-02 09:00:00,DL,169,2.8167,0.046945,108,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-02 07:00:00,2025-01-02 08:00:00,WN,220,3.6667,0.061112,254,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-02 07:00:00,2025-01-02 08:00:00,AA,191,3.1833,0.053055,254,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-02 08:00:00,2025-01-02 09:00:00,AA,183,3.05,0.050833,108,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-02 08:00:00,2025-01-02 09:00:00,WN,256,4.2667,0.071112,109,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-02 07:00:00,2025-01-02 08:00:00,UA,182,3.0333,0.050555,255,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-02 08:00:00,2025-01-02 09:00:00,UA,177,2.95,0.049167,107,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-02 09:00:00,2025-01-02 10:00:00,DL,125,2.0833,0.034722,180,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-02 09:00:00,2025-01-02 10:00:00,WN,240,4.0,0.066667,184,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-02 09:00:00,2025-01-02 10:00:00,AA,135,2.25,0.0375,180,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-02 09:00:00,2025-01-02 10:00:00,UA,126,2.1,0.035,178,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-02 10:00:00,2025-01-02 11:00:00,DL,142,2.3667,0.039445,206,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-02 10:00:00,2025-01-02 11:00:00,AA,146,2.4333,0.040555,206,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-02 10:00:00,2025-01-02 11:00:00,WN,231,3.85,0.064167,210,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-02 10:00:00,2025-01-02 11:00:00,UA,111,1.85,0.030833,204,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
2025-01-02 11:00:00,2025-01-02 12:00:00,DL,192,3.2,0.053333,208,4861.83,4508.17,5031.53,1224.55,42.0,1000.0,0,7.27
